default		00:00:03.770	3.77	00:00:04.805	4.805	00:00:01.035	1.035	rotate
default		00:00:08.382	8.382	00:00:09.450	9.45	00:00:01.068	1.068	rotate
default		00:00:13.339	13.339	00:00:14.337	14.337	00:00:00.998	0.998	rotate
default		00:00:18.177	18.177	00:00:19.172	19.172	00:00:00.995	0.995	rotate
default		00:00:22.608	22.608	00:00:23.573	23.573	00:00:00.965	0.965	rotate
default		00:00:27.203	27.203	00:00:28.271	28.271	00:00:01.068	1.068	rotate
default		00:00:34.038	34.038	00:00:35.007	35.007	00:00:00.969	0.969	rotate
default		00:00:39.172	39.172	00:00:40.173	40.173	00:00:01.001	1.001	rotate
default		00:00:45.990	45.99	00:00:46.923	46.923	00:00:00.933	0.933	rotate
default		00:00:50.076	50.076	00:00:51.110	51.11	00:00:01.034	1.034	rotate
default		00:00:55.477	55.477	00:00:56.343	56.343	00:00:00.866	0.866	rotate
default		00:01:00.176	60.176	00:01:01.075	61.075	00:00:00.899	0.899	rotate
default		00:01:04.675	64.675	00:01:05.708	65.708	00:00:01.033	1.033	rotate
default		00:01:10.841	70.841	00:01:11.874	71.874	00:00:01.033	1.033	rotate
default		00:01:15.207	75.207	00:01:16.273	76.273	00:00:01.066	1.066	rotate
default		00:01:20.072	80.072	00:01:20.971	80.971	00:00:00.899	0.899	rotate
default		00:01:24.503	84.503	00:01:25.569	85.569	00:00:01.066	1.066	rotate
default		00:01:28.968	88.968	00:01:29.968	89.968	00:00:01.000	1.0	rotate
default		00:01:34.400	94.4	00:01:35.566	95.566	00:00:01.166	1.166	rotate
default		00:01:40.299	100.299	00:01:41.299	101.299	00:00:01.000	1.0	rotate
default		00:01:47.198	107.198	00:01:48.031	108.031	00:00:00.833	0.833	rotate
default		00:01:51.563	111.563	00:01:52.596	112.596	00:00:01.033	1.033	rotate
default		00:01:57.395	117.395	00:01:58.328	118.328	00:00:00.933	0.933	rotate
default		00:02:05.161	125.161	00:02:06.060	126.06	00:00:00.899	0.899	rotate
default		00:02:09.693	129.693	00:02:10.759	130.759	00:00:01.066	1.066	rotate
default		00:02:14.692	134.692	00:02:15.458	135.458	00:00:00.766	0.766	rotate
default		00:02:21.558	141.558	00:02:22.391	142.391	00:00:00.833	0.833	rotate
default		00:02:25.687	145.687	00:02:26.420	146.42	00:00:00.733	0.733	rotate
default		00:02:29.453	149.453	00:02:30.283	150.283	00:00:00.830	0.83	rotate
default		00:02:35.216	155.216	00:02:35.949	155.949	00:00:00.733	0.733	rotate
default		00:02:39.581	159.581	00:02:40.480	160.48	00:00:00.899	0.899	rotate
default		00:02:46.746	166.746	00:02:47.512	167.512	00:00:00.766	0.766	rotate
default		00:02:51.612	171.612	00:02:52.444	172.444	00:00:00.832	0.832	rotate
default		00:02:57.577	177.577	00:02:58.376	178.376	00:00:00.799	0.799	rotate
default		00:03:01.509	181.509	00:03:02.208	182.208	00:00:00.699	0.699	rotate
default		00:03:04.774	184.774	00:03:05.840	185.84	00:00:01.066	1.066	rotate
default		00:03:09.172	189.172	00:03:10.205	190.205	00:00:01.033	1.033	rotate
default		00:03:12.971	192.971	00:03:14.004	194.004	00:00:01.033	1.033	rotate
default		00:03:18.170	198.17	00:03:19.103	199.103	00:00:00.933	0.933	rotate
