default		00:00:04.833	4.833	00:00:05.434	5.434	00:00:00.601	0.601	swipe_down
default		00:00:08.901	8.901	00:00:09.601	9.601	00:00:00.700	0.7	swipe_down
default		00:00:12.934	12.934	00:00:13.435	13.435	00:00:00.501	0.501	swipe_down
default		00:00:17.267	17.267	00:00:17.868	17.868	00:00:00.601	0.601	swipe_down
default		00:00:21.434	21.434	00:00:21.901	21.901	00:00:00.467	0.467	swipe_down
default		00:00:26.167	26.167	00:00:26.635	26.635	00:00:00.468	0.468	swipe_down
default		00:00:30.168	30.168	00:00:30.636	30.636	00:00:00.468	0.468	swipe_down
default		00:00:36.022	36.022	00:00:36.555	36.555	00:00:00.533	0.533	swipe_down
default		00:00:40.222	40.222	00:00:40.689	40.689	00:00:00.467	0.467	swipe_down
default		00:00:44.889	44.889	00:00:45.356	45.356	00:00:00.467	0.467	swipe_down
default		00:00:49.298	49.298	00:00:49.732	49.732	00:00:00.434	0.434	swipe_down
default		00:00:54.098	54.098	00:00:54.565	54.565	00:00:00.467	0.467	swipe_down
default		00:00:59.665	59.665	00:01:00.098	60.098	00:00:00.433	0.433	swipe_down
default		00:01:04.164	64.164	00:01:04.598	64.598	00:00:00.434	0.434	swipe_down
default		00:01:08.231	68.231	00:01:08.732	68.732	00:00:00.501	0.501	swipe_down
default		00:01:12.165	72.165	00:01:12.632	72.632	00:00:00.467	0.467	swipe_down
default		00:01:17.099	77.099	00:01:17.566	77.566	00:00:00.467	0.467	swipe_down
default		00:01:22.699	82.699	00:01:23.266	83.266	00:00:00.567	0.567	swipe_down
default		00:01:28.032	88.032	00:01:28.532	88.532	00:00:00.500	0.5	swipe_down
default		00:01:35.165	95.165	00:01:35.733	95.733	00:00:00.568	0.568	swipe_down
default		00:01:40.465	100.465	00:01:41.066	101.066	00:00:00.601	0.601	swipe_down
default		00:01:44.533	104.533	00:01:45.000	105.0	00:00:00.467	0.467	swipe_down
default		00:01:48.567	108.567	00:01:49.101	109.101	00:00:00.534	0.534	swipe_down
default		00:01:54.167	114.167	00:01:54.634	114.634	00:00:00.467	0.467	swipe_down
default		00:01:58.634	118.634	00:01:59.134	119.134	00:00:00.500	0.5	swipe_down
default		00:02:02.234	122.234	00:02:02.834	122.834	00:00:00.600	0.6	swipe_down
default		00:02:06.034	126.034	00:02:06.568	126.568	00:00:00.534	0.534	swipe_down
default		00:02:09.901	129.901	00:02:10.468	130.468	00:00:00.567	0.567	swipe_down
