default		00:00:06.300	6.3	00:00:06.972	6.972	00:00:00.672	0.672	point
default		00:00:10.985	10.985	00:00:12.978	12.978	00:00:01.993	1.993	point
default		00:00:17.155	17.155	00:00:18.842	18.842	00:00:01.687	1.687	point
default		00:00:22.531	22.531	00:00:24.357	24.357	00:00:01.826	1.826	point
default		00:00:28.139	28.139	00:00:31.156	31.156	00:00:03.017	3.017	point
default		00:00:34.805	34.805	00:00:37.437	37.437	00:00:02.632	2.632	point
default		00:00:40.708	40.708	00:00:42.962	42.962	00:00:02.254	2.254	point
default		00:00:47.015	47.015	00:00:48.064	48.064	00:00:01.049	1.049	point
default		00:00:50.516	50.516	00:00:52.117	52.117	00:00:01.601	1.601	point
default		00:00:55.070	55.07	00:00:57.302	57.302	00:00:02.232	2.232	point
default		00:01:00.250	60.25	00:01:01.971	61.971	00:00:01.721	1.721	point
default		00:01:05.724	65.724	00:01:08.003	68.003	00:00:02.279	2.279	point
default		00:01:10.427	70.427	00:01:11.724	71.724	00:00:01.297	1.297	point
default		00:01:22.774	82.774	00:01:24.281	84.281	00:00:01.507	1.507	point
default		00:01:26.658	86.658	00:01:28.021	88.021	00:00:01.363	1.363	point
default		00:01:30.509	90.509	00:01:31.684	91.684	00:00:01.175	1.175	point
default		00:01:33.799	93.799	00:01:35.119	95.119	00:00:01.320	1.32	point
default		00:01:38.022	98.022	00:01:39.583	99.583	00:00:01.561	1.561	point
default		00:01:42.220	102.22	00:01:43.274	103.274	00:00:01.054	1.054	point
default		00:01:45.962	105.962	00:01:47.531	107.531	00:00:01.569	1.569	point
