default		00:00:05.665	5.665	00:00:06.531	6.531	00:00:00.866	0.866	rotate
default		00:00:08.764	8.764	00:00:09.664	9.664	00:00:00.900	0.9	rotate
default		00:00:13.163	13.163	00:00:13.963	13.963	00:00:00.800	0.8	rotate
default		00:00:16.529	16.529	00:00:17.262	17.262	00:00:00.733	0.733	rotate
default		00:00:19.695	19.695	00:00:20.895	20.895	00:00:01.200	1.2	rotate
default		00:00:23.361	23.361	00:00:24.661	24.661	00:00:01.300	1.3	rotate
default		00:00:26.894	26.894	00:00:27.860	27.86	00:00:00.966	0.966	rotate
default		00:00:29.960	29.96	00:00:30.626	30.626	00:00:00.666	0.666	rotate
default		00:00:32.159	32.159	00:00:33.025	33.025	00:00:00.866	0.866	rotate
default		00:00:35.558	35.558	00:00:36.491	36.491	00:00:00.933	0.933	rotate
default		00:00:38.324	38.324	00:00:39.224	39.224	00:00:00.900	0.9	rotate
default		00:00:41.057	41.057	00:00:41.990	41.99	00:00:00.933	0.933	rotate
default		00:00:43.823	43.823	00:00:44.956	44.956	00:00:01.133	1.133	rotate
default		00:00:46.822	46.822	00:00:47.588	47.588	00:00:00.766	0.766	rotate
default		00:00:51.254	51.254	00:00:52.287	52.287	00:00:01.033	1.033	rotate
default		00:00:55.120	55.12	00:00:56.253	56.253	00:00:01.133	1.133	rotate
default		00:00:58.719	58.719	00:00:59.752	59.752	00:00:01.033	1.033	rotate
default		00:01:06.351	66.351	00:01:07.251	67.251	00:00:00.900	0.9	rotate
default		00:01:11.584	71.584	00:01:12.884	72.884	00:00:01.300	1.3	rotate
default		00:01:15.084	75.084	00:01:15.950	75.95	00:00:00.866	0.866	rotate
default		00:01:18.783	78.783	00:01:19.649	79.649	00:00:00.866	0.866	rotate
default		00:01:22.249	82.249	00:01:23.083	83.083	00:00:00.834	0.834	rotate
default		00:01:24.916	84.916	00:01:25.649	85.649	00:00:00.733	0.733	rotate
default		00:01:28.415	88.415	00:01:29.315	89.315	00:00:00.900	0.9	rotate
default		00:01:32.148	92.148	00:01:32.948	92.948	00:00:00.800	0.8	rotate
default		00:01:38.281	98.281	00:01:39.114	99.114	00:00:00.833	0.833	rotate
default		00:01:42.014	102.014	00:01:42.814	102.814	00:00:00.800	0.8	rotate
default		00:01:47.214	107.214	00:01:48.280	108.28	00:00:01.066	1.066	rotate
default		00:01:50.746	110.746	00:01:51.446	111.446	00:00:00.700	0.7	rotate
default		00:01:53.112	113.112	00:01:53.778	113.778	00:00:00.666	0.666	rotate
default		00:01:55.911	115.911	00:01:56.744	116.744	00:00:00.833	0.833	rotate
default		00:01:58.744	118.744	00:01:59.644	119.644	00:00:00.900	0.9	rotate
default		00:02:03.543	123.543	00:02:04.509	124.509	00:00:00.966	0.966	rotate
default		00:02:10.875	130.875	00:02:11.775	131.775	00:00:00.900	0.9	rotate
default		00:02:14.041	134.041	00:02:14.975	134.975	00:00:00.934	0.934	rotate
default		00:02:16.141	136.141	00:02:17.207	137.207	00:00:01.066	1.066	rotate
default		00:02:19.541	139.541	00:02:20.341	140.341	00:00:00.800	0.8	rotate
default		00:02:22.541	142.541	00:02:23.441	143.441	00:00:00.900	0.9	rotate
default		00:02:25.741	145.741	00:02:26.541	146.541	00:00:00.800	0.8	rotate
default		00:02:30.841	150.841	00:02:31.674	151.674	00:00:00.833	0.833	rotate
default		00:02:45.707	165.707	00:02:46.473	166.473	00:00:00.766	0.766	rotate
default		00:02:49.506	169.506	00:02:50.406	170.406	00:00:00.900	0.9	rotate
default		00:02:53.139	173.139	00:02:54.172	174.172	00:00:01.033	1.033	rotate
default		00:02:56.138	176.138	00:02:57.138	177.138	00:00:01.000	1.0	rotate
default		00:02:59.738	179.738	00:03:00.604	180.604	00:00:00.866	0.866	rotate
default		00:03:03.670	183.67	00:03:04.470	184.47	00:00:00.800	0.8	rotate
default		00:03:08.670	188.67	00:03:09.670	189.67	00:00:01.000	1.0	rotate
default		00:03:13.736	193.736	00:03:14.736	194.736	00:00:01.000	1.0	rotate
default		00:03:17.836	197.836	00:03:18.736	198.736	00:00:00.900	0.9	rotate
default		00:03:21.636	201.636	00:03:22.802	202.802	00:00:01.166	1.166	rotate
default		00:03:26.002	206.002	00:03:26.968	206.968	00:00:00.966	0.966	rotate
default		00:03:29.201	209.201	00:03:30.067	210.067	00:00:00.866	0.866	rotate
default		00:03:32.000	212.0	00:03:32.990	212.99	00:00:00.990	0.99	rotate
default		00:03:36.056	216.056	00:03:36.989	216.989	00:00:00.933	0.933	rotate
default		00:03:39.655	219.655	00:03:40.655	220.655	00:00:01.000	1.0	rotate
default		00:03:42.455	222.455	00:03:43.121	223.121	00:00:00.666	0.666	rotate
default		00:03:46.121	226.121	00:03:46.854	226.854	00:00:00.733	0.733	rotate
default		00:03:50.252	230.252	00:03:51.118	231.118	00:00:00.866	0.866	rotate
default		00:03:53.218	233.218	00:03:53.984	233.984	00:00:00.766	0.766	rotate
default		00:03:56.684	236.684	00:03:57.450	237.45	00:00:00.766	0.766	rotate
default		00:04:02.583	242.583	00:04:03.516	243.516	00:00:00.933	0.933	rotate
default		00:04:06.949	246.949	00:04:07.915	247.915	00:00:00.966	0.966	rotate
default		00:04:11.415	251.415	00:04:12.215	252.215	00:00:00.800	0.8	rotate
default		00:04:14.881	254.881	00:04:15.714	255.714	00:00:00.833	0.833	rotate
